,user_screenname,tweet_text
7085,STopinion,RT @STopinion: Iconic restaurant a victim of Covid-19 https://t.co/VuvxEjglnz
7086,STForeignDesk,RT @STForeignDesk: Australia's Queensland state avoids Covid-19 lockdown https://t.co/AHjED1Rrjg
7087,sporeMOH,"RT @sporeMOH: Update on COVID-19 situation (11 Sep 2021):

We have detected a new cluster at Chinatown Complex. To break the chain of trans…"
7088,STopinion,RT @STopinion: Iconic restaurant a victim of Covid-19 https://t.co/VuvxEjglnz
7089,sporeMOH,"RT @sporeMOH: Update on COVID-19 situation (11 Sep 2021):

We have detected a new cluster at Chinatown Complex. To break the chain of trans…"
7090,STopinion,RT @STopinion: I wrote the lead NYT article on 9/11. Here's what still grips me https://t.co/t8b1fGifUv
7091,STopinion,RT @STopinion: What if Tolstoy's book was titled Dating Hot Russian Women? https://t.co/15MryV4TDX
7092,sporeMOH,"RT @sporeMOH: Vaccination remains key, as we battle the COVID-19 virus in this new phase.

Local evidence continues to show that vaccinated…"
7093,ChannelNewsAsia,RT @ChannelNewsAsia: Designer Michael Kors holds first live fashion show since pandemic https://t.co/s10SIqossO https://t.co/N5FGNNusUf
7094,kixes,"RT @kixes: Suggested names for the baby panda in @SgZoo:

- Xiong-Chi (and the legend of his eye-rings)

- Pawrence Wong

- Xiong Mao Zedon…"
7095,ChannelNewsAsia,RT @ChannelNewsAsia: Singapore scrambles F-16 aircraft in response to 'potential air threat': MINDEF https://t.co/SLBkr01dPw https://t.co/8…
7096,STopinion,RT @STopinion: Former commando creates miniatures so beautiful that people cry https://t.co/iblCwbaCGK
7097,sporeMOH,"RT @sporeMOH: Update on COVID-19 situation (11 Sep 2021):

We have detected a new cluster at Chinatown Complex. To break the chain of trans…"
7098,ChannelNewsAsia,RT @ChannelNewsAsia: Inside the Singapore home of the designer behind the Ritz and Shangri-La https://t.co/U0bwHrIBD5 https://t.co/7mSYkQfo…
7099,ChannelNewsAsia,"RT @ChannelNewsAsia: Singapore reports 550 new locally transmitted #COVID19 cases; 2 more large clusters identified, including Chinatown Co…"
7100,ChannelNewsAsia,RT @ChannelNewsAsia: Why Singapore is still in a transition stage towards endemic living: Infectious disease experts explain https://t.co/v…
7101,sporeMOH,"RT @sporeMOH: Vaccination remains key, as we battle the COVID-19 virus in this new phase.

Local evidence continues to show that vaccinated…"
7102,MothershipSG,RT @MothershipSG: Thailand opening Bangkok to vaccinated tourists in Oct. 2021 https://t.co/xz0rCY3nAy https://t.co/RFMvdXhpGG
7103,sporeMOH,"RT @sporeMOH: Update on COVID-19 situation (11 Sep 2021):

We have detected a new cluster at Chinatown Complex. To break the chain of trans…"
7104,STForeignDesk,RT @STForeignDesk: Japan's Covid-19 vaccine minister Taro Kono leads opinion poll on succeeding Suga https://t.co/EEl6bCCPuK
7105,STForeignDesk,"RT @STForeignDesk: New Zealand buys further 500,000 Covid-19 vaccines as cluster grows https://t.co/jj7Fy0BfaE"
7106,MothershipSG,RT @MothershipSG: New arrangement allows overseas S’poreans to return for vaccination without serving full SHN: https://t.co/SpiTwMKjOi htt…
7107,historyogi,"RT @historyogi: This is the Kwong Wai Siew Peck San Teng cemetery in April 1979. Established in 1870, it was one of the oldest & largest Ch…"
7108,TODAYonline,RT @TODAYonline: 9/11 anniversary: A thank-you note to the Muslim community in Singapore https://t.co/9LRpMuiMUK
7109,straits_times,RT @straits_times: Singapore's unique position means few yardsticks to refer to in Covid-19 fight: Kenneth Mak https://t.co/yeITUDAUvp
7110,STForeignDesk,"RT @STForeignDesk: China reports 46 new Covid-19 cases, up from 25 a day earlier https://t.co/NgW6OGydCA"
7111,historyogi,"RT @historyogi: This is the Kwong Wai Siew Peck San Teng cemetery in April 1979. Established in 1870, it was one of the oldest & largest Ch…"
7112,DGHisham,"RT @DGHisham: Sehingga 11 September 2021 Jumlah kes COVID-19 yang dilaporkan adalah 19,550 kes (1,960,500 kes)

Pecahan setiap negeri (Kumu…"
7113,historyogi,"RT @historyogi: This is the Kwong Wai Siew Peck San Teng cemetery in April 1979. Established in 1870, it was one of the oldest & largest Ch…"
7114,SaveMM99,"RT @SaveMM99: Tw//death
On Sep9,2 innocent villagers were abducted tortured&shot dead by Military Terrorists pretended to be PDF members wi…"
7115,MothershipSG,"RT @MothershipSG: Children in S'pore who have Covid-19 might get very sick or die, as has happened in US: MOH https://t.co/uAMe8e4cwf https…"
7116,VivianBala,RT @VivianBala: (1/3) We are launching two dedicated vaccination channels for overseas Singaporeans to get vaccinated more conveniently in…
7117,VivianBala,RT @VivianBala: (2/3) Option 1 is for overseas Singaporeans arriving via Changi Airport & Tanah Merah Ferry Terminal to receive dose 1 on t…
7118,VivianBala,"RT @VivianBala: (3/3) Option 2 is to get dose 1 upon arrival in SG during SHN, and dose 2 post-SHN before returning overseas. Hope these op…"
7119,straits_times,RT @straits_times: Chinatown Complex closed after Covid-19 cluster with 66 cases; S’pore reports 555 new cases https://t.co/enABbHmM4f
7120,ChannelNewsAsia,RT @ChannelNewsAsia: Japan's vaccines minister Kono leads opinion poll on succeeding Suga https://t.co/3CRmGSx4HS https://t.co/MNtFAfOjoR
7121,STForeignDesk,RT @STForeignDesk: Japan's Covid-19 vaccine minister Taro Kono leads opinion poll on succeeding Suga https://t.co/EEl6bCCPuK
7122,straits_times,"RT @straits_times: S'pore should make Covid-19 vaccination mandatory, so measures can ease for everyone https://t.co/Q4uVkBIKyO"
7123,VivianBala,RT @VivianBala: (1/3) We are launching two dedicated vaccination channels for overseas Singaporeans to get vaccinated more conveniently in…
7124,straits_times,"RT @straits_times: S'pore should make Covid-19 vaccination mandatory, so measures can ease for everyone https://t.co/Q4uVkBIKyO"
7125,straits_times,"RT @straits_times: S'pore should make Covid-19 vaccination mandatory, so measures can ease for everyone https://t.co/Q4uVkBIKyO"
7126,MothershipSG,RT @MothershipSG: S'porean immigrant 'Lin Mou Jie' suspected to be source of Covid-19 outbreak in Fujian Province https://t.co/iN40UOYYfZ h…
7127,spring21MM,"RT @spring21MM: Ko Mg Mg Than(28),was Shot Dead by terrorists due to Military terrorists randomly opened fire while he was listening music…"
7128,spring21MM,"RT @spring21MM: Ko Mg Mg Than(28),was Shot Dead by terrorists due to Military terrorists randomly opened fire while he was listening music…"
7129,VivianBala,RT @VivianBala: (1/3) We are launching two dedicated vaccination channels for overseas Singaporeans to get vaccinated more conveniently in…
7130,spring21MM,"RT @spring21MM: Ko Mg Mg Than(28),was Shot Dead by terrorists due to Military terrorists randomly opened fire while he was listening music…"
7131,straits_times,"RT @straits_times: S'pore should make Covid-19 vaccination mandatory, so measures can ease for everyone https://t.co/Q4uVkBIKyO"
7132,VivianBala,"RT @VivianBala: Glad that Singapore’s contribution of 300 units of 10-litre oxygen concentrators, which includes 200 from the Singapore Gov…"
7133,leehsienloong,"RT @leehsienloong: 20 years after 9/11, the fight against terrorism is far from over. Let us resolve to fortify ourselves so that should we…"
7134,leehsienloong,RT @leehsienloong: Congratulations to close to 30 PMO recipients of the 2020 National Day Awards and Civil Service Long Service Awards! Tha…
7135,MothershipSG,RT @MothershipSG: Should S'pore have another lockdown because of a Covid-19 'surge'? Let's keep things in perspective. https://t.co/jm6Rl5F…
7136,ChannelNewsAsia,RT @ChannelNewsAsia: Singapore scrambles F-16 aircraft in response to 'potential air threat': MINDEF https://t.co/SLBkr01dPw https://t.co/8…
7137,straits_times,RT @straits_times: Pandemic habits are harming your child's development https://t.co/P1gE4pB0tl
7138,ChannelNewsAsia,RT @ChannelNewsAsia: Singapore scrambles F-16 aircraft in response to 'potential air threat': MINDEF https://t.co/SLBkr01dPw https://t.co/8…
7139,MothershipSG,RT @MothershipSG: S'porean immigrant 'Lin Mou Jie' suspected to be source of Covid-19 outbreak in Fujian Province https://t.co/iN40UOYYfZ h…
7140,spring21MM,"RT @spring21MM: Ko Mg Mg Than(28),was Shot Dead by terrorists due to Military terrorists randomly opened fire while he was listening music…"
7141,spring21MM,"RT @spring21MM: Due to Military Terrorists opened fire people on the motorcycle while passing in front of Myoma police station in #Tedim,Ch…"
7142,straits_times,"RT @straits_times: S'pore should make Covid-19 vaccination mandatory, so measures can ease for everyone https://t.co/Q4uVkBIKyO"
7143,STForeignDesk,RT @STForeignDesk: Bangladesh schools reopen after 18-month Covid-19 shutdown https://t.co/agdnD0F8Of
7144,spring21MM,"RT @spring21MM: Due to Military Terrorists opened fire people on the motorcycle while passing in front of Myoma police station in #Tedim,Ch…"
7145,TODAYonline,RT @TODAYonline: Visits to residential care homes suspended from Sept 13 as Covid-19 cases in such facilities rise https://t.co/hC9RwjCfqq
7146,spring21MM,"RT @spring21MM: Ko Mg Mg Than(28),was Shot Dead by terrorists due to Military terrorists randomly opened fire while he was listening music…"
7147,VivianBala,RT @VivianBala: (1/3) We are launching two dedicated vaccination channels for overseas Singaporeans to get vaccinated more conveniently in…
7148,spring21MM,"RT @spring21MM: Due to Military Terrorists opened fire people on the motorcycle while passing in front of Myoma police station in #Tedim,Ch…"
7149,spring21MM,"RT @spring21MM: Due to Military Terrorists opened fire people on the motorcycle while passing in front of Myoma police station in #Tedim,Ch…"
7150,STForeignDesk,RT @STForeignDesk: Health Minister Javid says UK wants to avoid vaccine passports this winter https://t.co/YDRYCLbgsy
7151,ChannelNewsAsia,RT @ChannelNewsAsia: WHO more doubtful about vaccines ending COVID-19 pandemic https://t.co/AMfrvzbbd5 https://t.co/ID4dVJJhYB
7152,ChannelNewsAsia,"RT @ChannelNewsAsia: MOH suspends in-person visits to residential care homes from Monday as COVID-19 cases rise among residents, employees…"
7153,MothershipSG,RT @MothershipSG: S'porean immigrant 'Lin Mou Jie' suspected to be source of Covid-19 outbreak in Fujian Province https://t.co/iN40UOYYfZ h…
7154,business,RT @business: Brexit and Covid are helping to deliver a long-promised blue collar wage boom in the U.K. https://t.co/UIrVQHBTgK
7155,spring21MM,"RT @spring21MM: Due to Military Terrorists opened fire people on the motorcycle while passing in front of Myoma police station in #Tedim,Ch…"
7156,spring21MM,"RT @spring21MM: Ko Mg Mg Than(28),was Shot Dead by terrorists due to Military terrorists randomly opened fire while he was listening music…"
7157,straits_times,"RT @straits_times: 20 years ago, planes hijacked by #AlQaeda militants flew into New York's #WorldTradeCenter. Nearly 3,000 people were kil…"
7158,straits_times,RT @straits_times: Overseas-based S'pore citizens can receive Covid-19 vaccine upon arrival https://t.co/URAgTg8cwB
7159,MothershipSG,RT @MothershipSG: S'porean immigrant 'Lin Mou Jie' suspected to be source of Covid-19 outbreak in Fujian Province https://t.co/iN40UOYYfZ h…
7160,Reuters,RT @Reuters: No vaccine passports: UK PM to set out winter COVID-19 plan https://t.co/fSU4tByx8C https://t.co/hCgDOBwLHh
7161,KKMPutrajaya,RT @KKMPutrajaya: @DGHisham mohon kerjasama bakal pelancong ke Langkawi untuk patuhi SOP setiap masa bagi elak peningkatan kes COVID di pul…
7162,straits_times,"RT @straits_times: S'pore should make Covid-19 vaccination mandatory, so measures can ease for everyone https://t.co/Q4uVkBIKyO"
7163,TODAYonline,RT @TODAYonline: 9/11 anniversary: A thank-you note to the Muslim community in Singapore https://t.co/9LRpMuiMUK
7164,leehsienloong,RT @leehsienloong: Happy Teachers’ Day to all our wonderful teachers! Thanks for staying resilient & providing your steadfast support to yo…
7165,Reuters,"RT @Reuters: Get a jab! Merkel tells Germans before vaccination ""action week"" https://t.co/qHeurZFg53 https://t.co/VmGDkuzomV"
7166,straits_times,"RT @straits_times: Online sessions on Malay culture, customs to be held as part of Malay Language Month https://t.co/xiKLDpmSZc"
7167,spring21MM,"RT @spring21MM: Due to Military Terrorists opened fire people on the motorcycle while passing in front of Myoma police station in #Tedim,Ch…"
7168,spring21MM,"RT @spring21MM: Ko Mg Mg Than(28),was Shot Dead by terrorists due to Military terrorists randomly opened fire while he was listening music…"
7169,VivianBala,"RT @VivianBala: Glad that Singapore’s contribution of 300 units of 10-litre oxygen concentrators, which includes 200 from the Singapore Gov…"
7170,sporeMOH,RT @sporeMOH: We will enhance measures to protect seniors residing at residential care homes who are typically frail and more vulnerable to…
7171,spring21MM,"RT @spring21MM: Due to Military Terrorists opened fire people on the motorcycle while passing in front of Myoma police station in #Tedim,Ch…"
7172,ChannelNewsAsia,RT @ChannelNewsAsia: No vaccine passports: UK PM to set out winter COVID-19 plan https://t.co/q9Yp2VIlHT https://t.co/P9TpjpLgSo
7173,ChannelNewsAsia,RT @ChannelNewsAsia: COVID-19 self-tests for primary school students in first week of new term as 'one-time sweep': Chan Chun Sing https://…
7174,ChannelNewsAsia,RT @ChannelNewsAsia: COVID-19 self-tests for primary school students in first week of new term as 'one-time sweep': Chan Chun Sing https://…
7175,ChannelNewsAsia,RT @ChannelNewsAsia: COVID-19 self-tests for primary school students in first week of new term as 'one-time sweep': Chan Chun Sing https://…
7176,LeongWaiKitCNA,"RT @LeongWaiKitCNA: JUST IN: Shots reportedly fired in #Sanchaung, #Yangon 

One source says he heard “10 mins of automatic gunshots”

Sanc…"
7177,ChannelNewsAsia,"RT @ChannelNewsAsia: 80 year-old Singaporean woman who was not vaccinated dies from #COVID19 complications, the fifth death from the virus…"
7178,ChannelNewsAsia,"RT @ChannelNewsAsia: With #NDP2021 postponed, a ceremonial parade will take place instead on Aug 9. Watch it LIVE here from 9am SG/HK. http…"
7179,sporeMOH,"RT @sporeMOH: As of 6 Aug 2021, under the national vaccination programme, 79% have received their first dose, and 68% of our population has…"
7180,Shoon_Naing,RT @Shoon_Naing: A burning police vehicle is seen during clashes at a protest against what they call the government's failure in handling t…
7181,ChannelNewsAsia,"RT @ChannelNewsAsia: 80 year-old Singaporean woman who was not vaccinated dies from #COVID19 complications, the fifth death from the virus…"
7182,LeongWaiKitCNA,"RT @LeongWaiKitCNA: JUST IN: Shots reportedly fired in #Sanchaung, #Yangon 

One source says he heard “10 mins of automatic gunshots”

Sanc…"
7183,ChannelNewsAsia,"RT @ChannelNewsAsia: Britain records 28,612 new COVID-19 cases, 103 deaths https://t.co/uKGLu8uNfP https://t.co/t1rTejgHYl"
7184,LeongWaiKitCNA,"RT @LeongWaiKitCNA: .@SchranerBurgen1, UN’s Special Envoy to #Myanmar, set to speak on situation of country on Aug 6, 10am US time (That’s…"
7185,STForeignDesk,"RT @STForeignDesk: British PM Boris Johnson won't quarantine, office says, after aide tests Covid-19 positive https://t.co/oNKtZhUpqQ"
7186,Reuters,RT @Reuters: More than a thousand Thai anti-government protesters clashed with police as they demonstrated against the government's failure…
7187,MothershipSG,RT @MothershipSG: Trucks to roam heartlands with recorded messages urging seniors to get Covid-19 vaccine https://t.co/PMwZaRHOzC https://t…
7188,Reuters,RT @Reuters: More than a thousand Thai anti-government protesters clashed with police as they demonstrated against the government's failure…
7189,MothershipSG,"RT @MothershipSG: [JUST IN] Case 65943, a 80 year-old female Singaporean has passed away from complications due to Covid-19 infection on Au…"
7190,sporeMOH,"RT @sporeMOH: As of 6 Aug 2021, under the national vaccination programme, 79% have received their first dose, and 68% of our population has…"
7191,Reuters,RT @Reuters: More than a thousand Thai anti-government protesters clashed with police as they demonstrated against the government's failure…
7192,ChannelNewsAsia,"RT @ChannelNewsAsia: 80 year-old Singaporean woman who was not vaccinated dies from #COVID19 complications, the fifth death from the virus…"
7193,MothershipSG,RT @MothershipSG: F&B or gym patrons can prove they are vaccinated just by tapping TT app or token https://t.co/mJq0MW4dvZ https://t.co/bPA…
7194,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7195,ChannelNewsAsia,"RT @ChannelNewsAsia: 80 year-old Singaporean woman who was not vaccinated dies from #COVID19 complications, the fifth death from the virus…"
7196,straits_times,RT @straits_times: Green buildings: Reaching beyond energy efficiency to tackle embodied carbon https://t.co/wqeLFNqR3n
7197,stbusinessdesk,RT @stbusinessdesk: LV handbags still the rage in pandemic https://t.co/sFSs58hP5R
7198,STForeignDesk,RT @STForeignDesk: The Delta dilemma: How Covid-19 variant is disrupting the world's reopening plans https://t.co/mTkOMqji4b
7199,VP,RT @VP: The best defense against the Delta variant: the COVID-19 vaccine.
7200,straits_times,RT @straits_times: Jump in community cases sparks urgency to get jabbed https://t.co/jPKgy0Ckxk
7201,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7202,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7203,ChannelNewsAsia,"RT @ChannelNewsAsia: 80 year-old Singaporean woman who was not vaccinated dies from #COVID19 complications, the fifth death from the virus…"
7204,MothershipSG,RT @MothershipSG: F&B or gym patrons can prove they are vaccinated just by tapping TT app or token https://t.co/mJq0MW4dvZ https://t.co/bPA…
7205,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7206,sporeMOH,"RT @sporeMOH: As of 7 Aug 2021, 12pm, there are 75 new cases of locally transmitted COVID-19 infection and 6 imported cases. 529 cases are…"
7207,STopinion,RT @STopinion: Covid-19: Time to have new mindset in endemic phase https://t.co/vOnxv9uHRR
7208,STopinion,RT @STopinion: Keeping the Olympics relevant for the ages https://t.co/04ADjSCSxV
7209,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7210,ChannelNewsAsia,RT @ChannelNewsAsia: Saudi Arabia opens Umrah pilgrimage to COVID-19 vaccinated worshipers from abroad: State media https://t.co/S2JHbb1rOC…
7211,STopinion,RT @STopinion: When it's okay for Olympic champions not to be okay https://t.co/SFdjbQ0bJs
7212,historyogi,"RT @historyogi: (1/3) TODAY IN HISTORY: On Aug 7, 1965, Lee Kuan Yew, Tun Razak, Goh Keng Swee, VT Sambanthan & others begin signing the In…"
7213,LeongWaiKitCNA,"RT @LeongWaiKitCNA: JUST IN: Shots reportedly fired in #Sanchaung, #Yangon 

One source says he heard “10 mins of automatic gunshots”

Sanc…"
7214,LeongWaiKitCNA,"RT @LeongWaiKitCNA: JUST IN: Shots reportedly fired in #Sanchaung, #Yangon 

One source says he heard “10 mins of automatic gunshots”

Sanc…"
7215,STopinion,"RT @STopinion: An Indian bride made Singapore her home, truly https://t.co/xrNGVffVO8"
7216,STopinion,RT @STopinion: When it's okay for Olympic champions not to be okay https://t.co/SFdjbQ0bJs
7217,STopinion,"RT @STopinion: An Indian bride made Singapore her home, truly https://t.co/xrNGVffVO8"
7218,STopinion,RT @STopinion: Keeping the Olympics relevant for the ages https://t.co/04ADjSCSxV
7219,STopinion,RT @STopinion: Filipinos find podcasts to be in tune with their culture https://t.co/qImJ1xIEd4
7220,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7221,ChannelNewsAsia,RT @ChannelNewsAsia: Commentary: No better time for kids to be outdoors than during a pandemic https://t.co/0zQ240bQTF https://t.co/HV6vSfZ…
7222,historyogi,"RT @historyogi: @Battlefield Hi @Battlefield  just one correction: the demonym for Singapore is ""Singaporean"", not ""Singaporian"" https://t.…"
7223,sporeMOH,"RT @sporeMOH: As of 7 Aug 2021, 12pm, there are 75 new cases of locally transmitted COVID-19 infection and 6 imported cases. 529 cases are…"
7224,STForeignDesk,RT @STForeignDesk: Brisbane to lift coronavirus lockdown while Sydney outbreak grows https://t.co/4qlvHhHkt4
7225,STForeignDesk,RT @STForeignDesk: US Covid-19 cases reach six-month high even as vaccinations rise https://t.co/qF7NSfn1zx
7226,straits_times,"RT @straits_times: Dine in to resume, more can work from office: All about Singapore's 2-step easing of Covid-19 rules https://t.co/rUf1Et2…"
7227,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #Myanmar extends holiday lockdown in country till Aug 15

The partial lockdown started July 17 in a bid to control spre…"
7228,straits_times,RT @straits_times: askST: What are my legal rights if safe distancing enforcement officers want to enter my home? https://t.co/tDu5QekAxv
7229,straits_times,RT @straits_times: Jump in community cases sparks urgency to get jabbed https://t.co/jPKgy0Ckxk
7230,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7231,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7232,VivianBala,RT @VivianBala: These photos showing ISO tanks with liquid oxygen sent from Singapore in Central Java and South Kalimantan were shared with…
7233,VivianBala,"RT @VivianBala: Glad to announce that we have donated 100,000 Panbio COVID-19 Antigen Rapid Tests to Johor through the Sultan Ibrahim Johor…"
7234,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7235,historyogi,"RT @historyogi: (1/3) TODAY IN HISTORY: On Aug 8, 1965, Lee Kuan Yew flies back from KL to Singapore to get the rest of his Cabinet to sign…"
7236,ChannelNewsAsia,RT @ChannelNewsAsia: Saudi Arabia opens Umrah pilgrimage to COVID-19 vaccinated worshipers from abroad: State media https://t.co/S2JHbb1rOC…
7237,historyogi,"RT @historyogi: (1/3) TODAY IN HISTORY: On Aug 8, 1965, Lee Kuan Yew flies back from KL to Singapore to get the rest of his Cabinet to sign…"
7238,ChannelNewsAsia,RT @ChannelNewsAsia: India approves Johnson & Johnson's single-shot COVID-19 vaccine for emergency use https://t.co/BMVD7tw4VS https://t.co…
7239,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7240,STForeignDesk,"RT @STForeignDesk: Covid-hit kids in the Philippines a growing concern, some develop inflammatory syndromes, organ swelling https://t.co/wJ…"
7241,spring21MM,RT @spring21MM: Two youths on a motorcycle were SHOT by Military Terrorists when Military Terrorists forced them to stop the motorcycle & r…
7242,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7243,straits_times,"RT @straits_times: Singapore to start clinical trials for two Covid-19 vaccines that target Delta, among other variants https://t.co/KmJmyE…"
7244,ChannelNewsAsia,RT @ChannelNewsAsia: Commentary: No better time for kids to be outdoors than during a pandemic https://t.co/0zQ240bQTF https://t.co/HV6vSfZ…
7245,MothershipSG,"RT @MothershipSG: Moderna's Covid-19 shot 93% effective, 6 months after 2nd dose https://t.co/cTcWLxYcO6 https://t.co/b25eyV3JEC"
7246,historyogi,"RT @historyogi: (1/3) TODAY IN HISTORY: On Aug 8, 1965, Lee Kuan Yew flies back from KL to Singapore to get the rest of his Cabinet to sign…"
7247,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7248,HweeMinCNA,"RT @HweeMinCNA: Yesterday, we met Yu Xuan’s parents and the incredible team of doctors who nursed her to health - she was born almost 4 mon…"
7249,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #Myanmar army chief Min Aung Hlaing says Myanmar contributed $100,000 to #COVID19 @ASEAN Response Fund

The pooled fund…"
7250,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #Myanmar extends holiday lockdown in country till Aug 15

The partial lockdown started July 17 in a bid to control spre…"
7251,MothershipSG,RT @MothershipSG: S'pore grandma makes incense paper mask for double protection this Hungry Ghost Festival pandemic https://t.co/CfE9hzn2Ov…
7252,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7253,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7254,historyogi,"RT @historyogi: (1/3) TODAY IN HISTORY: On Aug 8, 1965, Lee Kuan Yew flies back from KL to Singapore to get the rest of his Cabinet to sign…"
7255,straits_times,RT @straits_times: TraceTogether app's possible Covid-19 exposure alert has been removed https://t.co/rmkKIpIS19
7256,minlawsg,"RT @minlawsg: On this day, 70 years ago, the late Mr Lee Kuan Yew was called to the Singapore Bar.

Mr Lee took on many pro bono cases for…"
7257,STopinion,RT @STopinion: Filipinos find podcasts to be in tune with their culture https://t.co/qImJ1xIEd4
7258,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7259,historyogi,"RT @historyogi: (1/3) TODAY IN HISTORY: On Aug 8, 1965, Lee Kuan Yew flies back from KL to Singapore to get the rest of his Cabinet to sign…"
7260,MothershipSG,RT @MothershipSG: S'pore grandma makes incense paper mask for double protection this Hungry Ghost Festival pandemic https://t.co/CfE9hzn2Ov…
7261,Reuters,RT @Reuters: China reports 96 new COVID-19 cases vs 107 the day before https://t.co/EvrMzWGXIp https://t.co/HlczulTEgW
7262,sporeMOH,"RT @sporeMOH: As of 7 Aug 2021, 12pm, there are 75 new cases of locally transmitted COVID-19 infection and 6 imported cases. 529 cases are…"
7263,sporeMOH,"RT @sporeMOH: Unvaccinated persons will be required to undergo regular testing from 1 Oct 2021. Beyond that, any unvaccinated persons from…"
7264,MothershipSG,RT @MothershipSG: S'pore grandma makes incense paper mask for double protection this Hungry Ghost Festival pandemic https://t.co/CfE9hzn2Ov…
7265,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7266,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7267,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7268,IrrawaddyNews,RT @IrrawaddyNews: Youths in #Kachin State’s #Hpakant held a sale of basic food items on Wednesday in an effort to help low-income families…
7269,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7270,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7271,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7272,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7273,business,"RT @business: Covid-19 cases in the U.S. have rebounded to more than 100,000 a day. ""It clearly has taken a very bad turn."" https://t.co/cH…"
7274,MothershipSG,RT @MothershipSG: S'pore grandma makes incense paper mask for double protection this Hungry Ghost Festival pandemic https://t.co/CfE9hzn2Ov…
7275,ChannelNewsAsia,RT @ChannelNewsAsia: Saudi Arabia opens Umrah pilgrimage to COVID-19 vaccinated worshipers from abroad: State media https://t.co/S2JHbb1rOC…
7276,straits_times,RT @straits_times: TraceTogether app's possible Covid-19 exposure alert has been removed https://t.co/rmkKIpIS19
7277,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
